Gene_ID	Gene_Name
ENSMUSG00000029644	Pdx1
ENSMUSG00000030243	Recql
ENSMUSG00000047977	Synb
ENSMUSG00000067825	Pex26
ENSMUSG00000029370	Rassf6
ENSMUSG00000058706	0610030E20Rik
ENSMUSG00000030337	Vamp1
ENSMUSG00000036197	Gxylt1
ENSMUSG00000046873	Mbtps2
ENSMUSG00000038763	Alpk3
ENSMUSG00000035354	Uvrag
ENSMUSG00000056380	Gpr50
ENSMUSG00000024973	Plaat5
ENSMUSG00000087687	Pet100
ENSMUSG00000001827	Folr1
ENSMUSG00000070883	Ccdc173
ENSMUSG00000030534	Vps33b
ENSMUSG00000086262	A930031H19Rik
ENSMUSG00000066108	Muc5b
ENSMUSG00000022427	Tomm22
ENSMUSG00000017720	Trp53tg5
ENSMUSG00000053398	Phgdh
ENSMUSG00000033826	Dnah8
ENSMUSG00000078940	Wfdc11
ENSMUSG00000053184	Spaca3
ENSMUSG00000031596	Slc7a2
ENSMUSG00000037815	Ctnna1
ENSMUSG00000020792	Exoc7
ENSMUSG00000012017	Scarf2
ENSMUSG00000065616	Mir375
ENSMUSG00000026832	Cytip
ENSMUSG00000030411	Nova2
ENSMUSG00000084938	BB557941
ENSMUSG00000094891	Olfr55
ENSMUSG00000027827	Kcnab1
ENSMUSG00000025155	Dus1l
ENSMUSG00000074817	Papolb
ENSMUSG00000027454	Gins1
ENSMUSG00000032803	Cdv3
ENSMUSG00000039873	Neurl2
ENSMUSG00000026893	Gca
ENSMUSG00000034189	Hsdl1
ENSMUSG00000029299	Abcg3
ENSMUSG00000000982	Ccl3
ENSMUSG00000003190	Bcl2l12
ENSMUSG00000023044	Csad
ENSMUSG00000024234	Mtpap
ENSMUSG00000070990	Foxe1
ENSMUSG00000027680	Fxr1
ENSMUSG00000032462	Pik3cb
ENSMUSG00000027420	Bfsp1
ENSMUSG00000066415	Msl2
ENSMUSG00000027217	Tspan18
ENSMUSG00000038015	Prm2
ENSMUSG00000020299	4930524B15Rik
ENSMUSG00000040720	Virma
ENSMUSG00000028998	Tomm7
ENSMUSG00000015749	Anp32e
ENSMUSG00000027868	Tbx15
ENSMUSG00000049482	Ctu2
ENSMUSG00000067615	Krt81
ENSMUSG00000036960	Clca2
ENSMUSG00000030341	Tnfrsf1a
ENSMUSG00000069895	Atxn1l
ENSMUSG00000046658	Zfp316
ENSMUSG00000048022	Tmem229a
ENSMUSG00000094763	Gm1647
ENSMUSG00000083674	Zfp133-ps
ENSMUSG00000028107	Tars2
ENSMUSG00000034239	Gm884
ENSMUSG00000027082	Tfpi
ENSMUSG00000031344	Gabrq
ENSMUSG00000097848	Gm807
ENSMUSG00000021262	Evl
ENSMUSG00000041571	Selenow
ENSMUSG00000052392	Acot4
ENSMUSG00000048546	Tob2
ENSMUSG00000048992	Prss32
ENSMUSG00000021136	Smoc1
ENSMUSG00000068921	Dap3
ENSMUSG00000001785	Pwp1
ENSMUSG00000026182	Tnp1
ENSMUSG00000097084	Foxl1
ENSMUSG00000034248	Slc25a37
ENSMUSG00000009621	Vav2
ENSMUSG00000018698	Lhx1
ENSMUSG00000029217	Tec
ENSMUSG00000023045	Soat2
ENSMUSG00000009378	Slc16a12
ENSMUSG00000019977	Hbs1l
ENSMUSG00000023723	Mrps23
ENSMUSG00000020310	Madcam1
ENSMUSG00000074398	Gm15441
ENSMUSG00000074039	4930520O04Rik
ENSMUSG00000039007	Cpq
ENSMUSG00000042372	Dmrt3
ENSMUSG00000027209	Fam227b
ENSMUSG00000068740	Celsr2
ENSMUSG00000032987	Olfr281
ENSMUSG00000056509	Gm9999
ENSMUSG00000021134	Srsf5
ENSMUSG00000040133	Gpr176
ENSMUSG00000086429	Gt(ROSA)26Sor
ENSMUSG00000031548	Sfrp1
ENSMUSG00000004902	Slc25a18
ENSMUSG00000093061	Mir5098
ENSMUSG00000014873	Surf2
ENSMUSG00000024225	Clps
ENSMUSG00000063480	Snu13
ENSMUSG00000020368	Canx
ENSMUSG00000100553	Gm17751
ENSMUSG00000050445	Cyp8b1
ENSMUSG00000032555	Topbp1
ENSMUSG00000039810	Zc3h10
ENSMUSG00000053647	Gper1
ENSMUSG00000025510	Cd151
ENSMUSG00000047502	Mroh7
ENSMUSG00000039462	Col10a1
ENSMUSG00000032307	Ube2q2
ENSMUSG00000056014	A430033K04Rik
ENSMUSG00000020925	Ccdc43
ENSMUSG00000039713	Plekhg5
ENSMUSG00000073769	Olfr1331
ENSMUSG00000076456	Mir760
ENSMUSG00000001909	Trmt1
ENSMUSG00000085197	1700125H03Rik
ENSMUSG00000054708	Ankrd24
ENSMUSG00000028291	Akirin2
ENSMUSG00000029016	Clcn6
ENSMUSG00000052131	Akr1b7
ENSMUSG00000021534	1700001L19Rik
ENSMUSG00000039097	Rln1
ENSMUSG00000021057	Akap5
ENSMUSG00000000959	Oxa1l
ENSMUSG00000044249	Defb29
ENSMUSG00000066595	Flvcr1
ENSMUSG00000029642	Polr1d
ENSMUSG00000053399	Adamts18
ENSMUSG00000021905	Dph3
ENSMUSG00000052013	Btla
ENSMUSG00000036617	Etl4
ENSMUSG00000021414	Fam217a
ENSMUSG00000025982	Sf3b1
ENSMUSG00000085253	Gm16833
ENSMUSG00000035551	Igfbpl1
ENSMUSG00000032577	Mapkapk3
ENSMUSG00000025793	Hgs
ENSMUSG00000036718	Micall2
ENSMUSG00000028455	Stoml2
ENSMUSG00000050343	Olfr1378
ENSMUSG00000043153	Crppa
ENSMUSG00000022367	Has2
ENSMUSG00000086840	Gm14250
ENSMUSG00000022503	Nubp1
ENSMUSG00000046133	C130073F10Rik
ENSMUSG00000063364	3300002I08Rik
ENSMUSG00000019779	Frk
ENSMUSG00000034595	Ppp1r18
ENSMUSG00000034105	Meak7
ENSMUSG00000058071	Olfr818
ENSMUSG00000020077	Srgn
ENSMUSG00000052833	Sae1
ENSMUSG00000007950	Abhd8
ENSMUSG00000026792	Lrsam1
ENSMUSG00000040760	Appl1
ENSMUSG00000107722	2900060B14Rik
ENSMUSG00000084995	Lyzl4os
ENSMUSG00000038384	Setd1b
ENSMUSG00000007989	Fzd3
ENSMUSG00000039106	Htr5a
ENSMUSG00000015536	Mocs2
ENSMUSG00000032485	Scap
ENSMUSG00000000094	Tbx4
ENSMUSG00000094441	Zfp955a
ENSMUSG00000055926	Gm14137
ENSMUSG00000085183	Wincr1
ENSMUSG00000040653	Ppp1r14c
ENSMUSG00000054520	Sh3bp2
ENSMUSG00000078208	Fthl17b
ENSMUSG00000028101	Pias3
ENSMUSG00000096044	Gm16427
ENSMUSG00000091055	Siglec15
ENSMUSG00000095139	Pou3f2
ENSMUSG00000043614	Vps37d
ENSMUSG00000022229	Atp12a
ENSMUSG00000021396	Nxnl2
ENSMUSG00000037318	Traf3ip3
ENSMUSG00000027765	P2ry1
ENSMUSG00000057649	Brd9
ENSMUSG00000028716	Pdzk1ip1
ENSMUSG00000056222	Spock1
ENSMUSG00000042195	Slc35f2
ENSMUSG00000101009	1700108F19Rik
ENSMUSG00000043410	Hfm1
ENSMUSG00000022193	Psmb5
ENSMUSG00000001962	Fam50a
ENSMUSG00000034648	Lrrn1
ENSMUSG00000028848	Gpn2
ENSMUSG00000093227	Mir1251
ENSMUSG00000007080	Pole
ENSMUSG00000074513	Arfip1
ENSMUSG00000059251	Olfr345
ENSMUSG00000006850	Tmco6
ENSMUSG00000009487	Otog
ENSMUSG00000041722	Khdc1c
ENSMUSG00000031682	1700011L22Rik
ENSMUSG00000100505	Gm13283
ENSMUSG00000027475	Kif3b
ENSMUSG00000029672	Fam3c
ENSMUSG00000078137	Ankrd63
ENSMUSG00000003546	Klc4
ENSMUSG00000038831	Ralgps1
ENSMUSG00000025495	Ptdss2
ENSMUSG00000036391	Sec24a
ENSMUSG00000044442	N6amt1
ENSMUSG00000047497	Adamts12
ENSMUSG00000051285	Pcmtd1
ENSMUSG00000072625	Gdf2
ENSMUSG00000086504	Kif16bos
ENSMUSG00000049491	Slc36a3
ENSMUSG00000020904	Cfap52
ENSMUSG00000042248	Cyp2c37
ENSMUSG00000020264	Slc36a2
ENSMUSG00000092751	Mir3080
ENSMUSG00000037493	Cib2
ENSMUSG00000111767	4930546K05Rik
ENSMUSG00000095075	Olfr782
ENSMUSG00000045091	Aqp12
ENSMUSG00000062822	4833420G17Rik
ENSMUSG00000041881	Ndufa7
ENSMUSG00000036504	Phpt1
ENSMUSG00000016510	Mtif3
ENSMUSG00000014329	Bicc1
ENSMUSG00000074063	Osgin1
ENSMUSG00000034032	Rpap1
ENSMUSG00000025781	Atp5c1
ENSMUSG00000026520	Pycr2
ENSMUSG00000051648	Kctd19
ENSMUSG00000057130	Txnl4a
ENSMUSG00000058076	Sdhc
ENSMUSG00000071562	Stfa1
ENSMUSG00000026463	Atp2b4
ENSMUSG00000007591	Tssk4
ENSMUSG00000065510	Mir361
ENSMUSG00000003923	Tfam
ENSMUSG00000074682	Zcchc3
ENSMUSG00000052271	Bhlha15
ENSMUSG00000018412	Kansl1
ENSMUSG00000035941	Ibtk
ENSMUSG00000030324	Rho
ENSMUSG00000087899	Mir1942
ENSMUSG00000097129	4930507D05Rik
ENSMUSG00000039824	Myl6b
ENSMUSG00000069910	Spdl1
ENSMUSG00000039219	Arid4b
ENSMUSG00000040280	Ndufa4l2
ENSMUSG00000058070	Eml1
ENSMUSG00000024795	Kif20b
ENSMUSG00000089707	Slain1os
ENSMUSG00000029681	Bcl7b
ENSMUSG00000029075	Tnfrsf4
ENSMUSG00000051212	Gpr183
ENSMUSG00000021917	Spcs1
ENSMUSG00000002565	Scin
ENSMUSG00000024936	Kcnk7
ENSMUSG00000055817	Mta3
ENSMUSG00000041762	Gpr155
ENSMUSG00000071471	Krtap26-1
ENSMUSG00000028289	Epha7
ENSMUSG00000023033	Scn8a
ENSMUSG00000044367	Slc16a13
ENSMUSG00000020897	Aurkb
ENSMUSG00000019564	Arid3a
ENSMUSG00000112343	Sfta3-ps
ENSMUSG00000026399	Cd55
ENSMUSG00000040432	Ltb4r2
ENSMUSG00000056498	Tmem154
ENSMUSG00000006412	Pfdn2
ENSMUSG00000051793	Olfr284
ENSMUSG00000009293	Ube2g2
ENSMUSG00000043822	Adamtsl5
ENSMUSG00000035342	Lzts2
ENSMUSG00000028690	Mmachc
ENSMUSG00000000125	Wnt3
ENSMUSG00000026829	Gbgt1
ENSMUSG00000016150	Tenm1
ENSMUSG00000034949	Zfr2
ENSMUSG00000025202	Scd3
ENSMUSG00000045316	Fahd1
ENSMUSG00000037139	Myom3
ENSMUSG00000001416	Cct3
ENSMUSG00000035615	Frmpd1
ENSMUSG00000043102	Qrfp
ENSMUSG00000024725	Ostf1
ENSMUSG00000085453	Gm12018
ENSMUSG00000029670	Ing3
ENSMUSG00000034442	Trmt5
ENSMUSG00000030346	Rad51ap1
ENSMUSG00000097080	1700086O06Rik
ENSMUSG00000078762	Haus5
ENSMUSG00000021775	Nr1d2
ENSMUSG00000066512	Klk1b5
ENSMUSG00000069495	Epc2
ENSMUSG00000050612	Txndc2
ENSMUSG00000063615	Olfr64
ENSMUSG00000057969	Sema3b
ENSMUSG00000024803	Ankrd1
ENSMUSG00000033096	Apmap
ENSMUSG00000045915	Ccdc42
ENSMUSG00000061947	Serpina10
ENSMUSG00000078253	Krtap16-1
ENSMUSG00000043518	Rai2
ENSMUSG00000019590	Cyb561
ENSMUSG00000000202	Btbd17
ENSMUSG00000032741	Tpcn1
ENSMUSG00000097170	Gm16982
ENSMUSG00000100713	Ifna7
ENSMUSG00000048874	Phf3
ENSMUSG00000031273	Col4a6
ENSMUSG00000037689	Tmem247
ENSMUSG00000026587	Astn1
ENSMUSG00000009555	Cdk9
ENSMUSG00000073946	Olfr617
ENSMUSG00000096257	Ccer2
ENSMUSG00000020219	Timm13
ENSMUSG00000073422	H2-Ke6
ENSMUSG00000077127	Mir743
ENSMUSG00000053080	2700081O15Rik
ENSMUSG00000025402	Nab2
ENSMUSG00000062372	Otof
ENSMUSG00000030513	Pcsk6
ENSMUSG00000113971	Gm2022
ENSMUSG00000004558	Ndrg2
ENSMUSG00000035329	Fbxo33
ENSMUSG00000047675	Rps8
ENSMUSG00000006270	Vax1
ENSMUSG00000023908	Pkmyt1
ENSMUSG00000029121	Crmp1
ENSMUSG00000030247	Kcnj8
ENSMUSG00000085078	C030013C21Rik
ENSMUSG00000026976	Pax8
ENSMUSG00000065470	Mir149
ENSMUSG00000021319	Sfrp4
ENSMUSG00000078605	E030025P04Rik
ENSMUSG00000091370	5730435O14Rik
ENSMUSG00000015452	Ager
ENSMUSG00000024116	Prss21
ENSMUSG00000064145	Arih2
ENSMUSG00000065438	Mir377
ENSMUSG00000078923	Ube2v1
ENSMUSG00000034292	Traf3ip1
ENSMUSG00000054426	A930005H10Rik
ENSMUSG00000040952	Rps19
ENSMUSG00000090247	Bloc1s1
ENSMUSG00000050473	Slc35d3
ENSMUSG00000047897	Ripply2
ENSMUSG00000048038	Ccdc187
ENSMUSG00000016477	E2f3
ENSMUSG00000039068	Zzz3
ENSMUSG00000046865	Fbl
ENSMUSG00000028415	Spink4
ENSMUSG00000029032	Arhgef16
ENSMUSG00000033819	Ppp1r16a
ENSMUSG00000054083	Capn12
ENSMUSG00000091680	Klhdc7b
ENSMUSG00000045210	Vcpip1
ENSMUSG00000029767	Calu
ENSMUSG00000000942	Hoxa4
ENSMUSG00000061387	Olfr1490
ENSMUSG00000065611	Mir23a
ENSMUSG00000037731	Themis2
ENSMUSG00000094483	Purb
ENSMUSG00000032562	Gnai2
ENSMUSG00000018846	Pank3
ENSMUSG00000045364	Ifne
ENSMUSG00000034031	Ccdc182
ENSMUSG00000051457	Spn
ENSMUSG00000078607	1810010H24Rik
ENSMUSG00000078157	Fem1al
ENSMUSG00000040302	Rbm48
ENSMUSG00000026558	Uck2
ENSMUSG00000076983	Mir297a-2
ENSMUSG00000059503	Olfr248
ENSMUSG00000052776	Oas1a
ENSMUSG00000086015	4833417C18Rik
ENSMUSG00000036282	Naa30
ENSMUSG00000048490	Nrip1
ENSMUSG00000032013	Trim29
ENSMUSG00000060863	Tcl1b2
ENSMUSG00000079083	Jrkl
ENSMUSG00000022414	Tab1
ENSMUSG00000097466	D430036J16Rik
ENSMUSG00000020657	Dnajc27
ENSMUSG00000057265	Bbof1
ENSMUSG00000034258	Flvcr2
ENSMUSG00000073563	Csnk1g3
ENSMUSG00000084971	4930579D09Rik
ENSMUSG00000050395	Tnfsf15
ENSMUSG00000041482	Piezo2
ENSMUSG00000020741	Cluh
ENSMUSG00000029545	Acads
ENSMUSG00000056476	Med12l
ENSMUSG00000022636	Alcam
ENSMUSG00000020681	Ace
ENSMUSG00000047804	Akap10
ENSMUSG00000002870	Mcm2
ENSMUSG00000060279	Ap2a1
ENSMUSG00000041359	Tcl1
ENSMUSG00000035262	Amh
ENSMUSG00000021823	Vcl
ENSMUSG00000112627	4933412E12Rik
ENSMUSG00000048108	Tmem72
ENSMUSG00000066279	Chrna10
ENSMUSG00000076433	Cep295nl
ENSMUSG00000030216	Wbp11
ENSMUSG00000031286	Glt28d2
ENSMUSG00000004654	Ghrhr
ENSMUSG00000088464	Mir1970
ENSMUSG00000063583	Olfr1410
ENSMUSG00000071521	Try10
ENSMUSG00000037640	Zfp60
ENSMUSG00000097336	Fendrr
ENSMUSG00000009733	Tfcp2
ENSMUSG00000065582	Mir194-2
ENSMUSG00000058398	Prss43
ENSMUSG00000002699	Lcp2
ENSMUSG00000026466	Tor1aip1
ENSMUSG00000040195	Nemp1
ENSMUSG00000054676	1600014C10Rik
ENSMUSG00000087519	AV039307
ENSMUSG00000006777	Krt23
ENSMUSG00000032523	Hhatl
ENSMUSG00000016257	Prelid3b
ENSMUSG00000037411	Serpine1
ENSMUSG00000039477	Tnrc18
ENSMUSG00000073974	Olfr551
ENSMUSG00000069814	Ccdc92b
ENSMUSG00000028430	Nol6
ENSMUSG00000024236	Svil
ENSMUSG00000079069	8430423G03Rik
ENSMUSG00000034708	Grn
ENSMUSG00000097619	4833422M21Rik
ENSMUSG00000002658	Gtf2f1
ENSMUSG00000030264	Thumpd3
ENSMUSG00000054901	Arhgef33
ENSMUSG00000019763	Rmnd1
ENSMUSG00000111338	Olfr29-ps1
ENSMUSG00000006313	Upk1a
ENSMUSG00000067522	Olfr76
ENSMUSG00000038150	Ormdl3
ENSMUSG00000065577	Mir329
ENSMUSG00000021607	Mrpl36
ENSMUSG00000023764	Sfi1
ENSMUSG00000052295	8030423F21Rik
ENSMUSG00000020847	Rph3al
ENSMUSG00000014599	Csf1
ENSMUSG00000022377	Asap1
ENSMUSG00000027708	Dcun1d1
ENSMUSG00000029618	Ocm
ENSMUSG00000040254	Sema3d
ENSMUSG00000097486	Gm17733
ENSMUSG00000038806	Sde2
ENSMUSG00000034039	Prss29
ENSMUSG00000027793	Ccna1
ENSMUSG00000029994	Anxa4
ENSMUSG00000026833	Olfm1
ENSMUSG00000094010	Vmn1r119
ENSMUSG00000078025	Mir466g
ENSMUSG00000021751	Acox2
ENSMUSG00000029407	Uso1
ENSMUSG00000075425	Gm13547
ENSMUSG00000029130	Rnf32
ENSMUSG00000051113	Fam71e1
ENSMUSG00000102548	Gm16701
ENSMUSG00000025902	Sox17
ENSMUSG00000064224	Gsdma3
ENSMUSG00000003273	Car11
ENSMUSG00000074060	Fbxw15
ENSMUSG00000025469	Msx3
ENSMUSG00000002900	Lamb1
ENSMUSG00000022571	Pycrl
ENSMUSG00000095917	Olfr740
ENSMUSG00000028557	Rnf11
ENSMUSG00000101578	Vmn1r206
ENSMUSG00000001870	Ltbp1
ENSMUSG00000016386	Mpped2
ENSMUSG00000057948	Unc13d
ENSMUSG00000084781	D930015M05Rik
ENSMUSG00000002844	Adprh
ENSMUSG00000042046	Dstyk
ENSMUSG00000033208	S100b
ENSMUSG00000078763	Slfn1
ENSMUSG00000034871	Fam151a
ENSMUSG00000021928	Ebpl
ENSMUSG00000019936	Epyc
ENSMUSG00000038775	Vill
ENSMUSG00000070520	Nsmce3
ENSMUSG00000026102	Inpp1
ENSMUSG00000063316	Rpl27
ENSMUSG00000019787	Trdn
ENSMUSG00000052748	Swt1
ENSMUSG00000044641	Pard6b
ENSMUSG00000027482	Bpifa3
ENSMUSG00000003581	Rnf215
ENSMUSG00000032349	Elovl5
ENSMUSG00000042842	Serpinb6b
ENSMUSG00000024290	Rock1
ENSMUSG00000073406	H2-Bl
ENSMUSG00000058550	Dppa4
ENSMUSG00000042111	Ccdc115
ENSMUSG00000050321	Neto1
ENSMUSG00000113581	Dio3os
ENSMUSG00000033214	Slitrk5
ENSMUSG00000029166	Mapre3
ENSMUSG00000025019	Lcor
ENSMUSG00000042632	Pla2g6
ENSMUSG00000009114	2610028H24Rik
ENSMUSG00000056148	Rdh9
ENSMUSG00000047485	Klhl34
ENSMUSG00000051172	Olfr672
ENSMUSG00000050671	Ism2
ENSMUSG00000018983	E2f2
ENSMUSG00000075573	Defb47
ENSMUSG00000090266	Mettl23
ENSMUSG00000093989	Rnasek
ENSMUSG00000068739	Sars
ENSMUSG00000004609	Cd33
ENSMUSG00000039982	Dtx4
ENSMUSG00000031952	Chst5
ENSMUSG00000047181	Samd14
ENSMUSG00000047025	Ccer1
ENSMUSG00000068947	Olfr366
ENSMUSG00000087385	Frg2f1
ENSMUSG00000022711	Pmm2
ENSMUSG00000060913	Trim55
ENSMUSG00000041915	Ammecr1l
ENSMUSG00000071265	1700086L19Rik
ENSMUSG00000021799	Opn4
ENSMUSG00000090534	Gm4675
ENSMUSG00000022175	Lrp10
ENSMUSG00000080657	Mir669i
ENSMUSG00000037446	Tulp1
ENSMUSG00000062432	Cyp26c1
ENSMUSG00000036110	Slc17a2
ENSMUSG00000028294	Cfap206
ENSMUSG00000020027	Socs2
ENSMUSG00000025498	Irf7
ENSMUSG00000031481	Tpte
ENSMUSG00000043421	Hilpda
ENSMUSG00000068882	Ssb
ENSMUSG00000037001	Zfp39
ENSMUSG00000045248	Med26
ENSMUSG00000042485	Mustn1
ENSMUSG00000010311	Optc
ENSMUSG00000024088	4930583I09Rik
ENSMUSG00000047976	Kcna1
ENSMUSG00000044313	Mab21l3
ENSMUSG00000037358	Dipk2b
ENSMUSG00000026470	Stx6
ENSMUSG00000023345	Poc1a
ENSMUSG00000002250	Ppard
ENSMUSG00000074445	Sprr2a3
ENSMUSG00000040856	Dlk1
ENSMUSG00000056204	Pgpep1
ENSMUSG00000035275	Raver2
ENSMUSG00000050229	Pigm
ENSMUSG00000028780	Sema3c
ENSMUSG00000039428	Tmem135
ENSMUSG00000018347	Zkscan6
ENSMUSG00000003429	Rps11
ENSMUSG00000002083	Bbc3
ENSMUSG00000051599	Pcdhb2
ENSMUSG00000040583	Cyp2b13
ENSMUSG00000040124	Gorab
ENSMUSG00000048400	Prss54
ENSMUSG00000027742	Cog6
ENSMUSG00000057506	Bloc1s2
ENSMUSG00000057411	Fam173a
ENSMUSG00000042918	Mamstr
ENSMUSG00000019647	Sema6a
ENSMUSG00000045589	Frrs1l
ENSMUSG00000057280	Musk
ENSMUSG00000024727	Trpm6
ENSMUSG00000016206	H2-M3
ENSMUSG00000005078	Jkamp
ENSMUSG00000046280	She
ENSMUSG00000027199	Gatm
ENSMUSG00000020331	Hcn2
ENSMUSG00000092225	Gm2381
ENSMUSG00000020072	Pbld2
ENSMUSG00000075701	Selenos
ENSMUSG00000100599	1700120C14Rik
ENSMUSG00000020530	Ggnbp2
ENSMUSG00000096188	Cmtm4
ENSMUSG00000032294	Pkm
ENSMUSG00000029602	Rasal1
ENSMUSG00000021969	Zdhhc20
ENSMUSG00000043458	Pcdhb12
ENSMUSG00000032056	Btg4
ENSMUSG00000068814	Olfr1145
ENSMUSG00000086386	Gm12108
ENSMUSG00000090894	Olfr110
ENSMUSG00000002477	Snrpd1
ENSMUSG00000065489	Mir365-2
ENSMUSG00000028834	Trim63
ENSMUSG00000024370	Cdc23
ENSMUSG00000002812	Flii
ENSMUSG00000063827	Olfr1382
ENSMUSG00000039209	Rpl39l
ENSMUSG00000046034	Otulin
ENSMUSG00000026123	Plekhb2
ENSMUSG00000070319	Eif3g
ENSMUSG00000048076	Arf1
ENSMUSG00000022085	Pebp4
ENSMUSG00000069873	4930438A08Rik
ENSMUSG00000056782	Olfr667
ENSMUSG00000031163	Glod5
ENSMUSG00000000037	Scml2
ENSMUSG00000013974	Mcemp1
ENSMUSG00000044037	Als2cl
ENSMUSG00000025418	Bsnd
ENSMUSG00000106741	4930513D17Rik
ENSMUSG00000034751	Mast4
ENSMUSG00000085126	Gm12589
ENSMUSG00000019803	Nr2e1
ENSMUSG00000032079	Apoa5
ENSMUSG00000054662	Ano9
ENSMUSG00000025130	P4hb
ENSMUSG00000037940	Inpp4b
ENSMUSG00000039701	Usp53
ENSMUSG00000048732	Klhl11
ENSMUSG00000017002	Slpi
ENSMUSG00000030742	Lat
ENSMUSG00000051076	Vtcn1
ENSMUSG00000047735	Samd9l
ENSMUSG00000096753	Fam181a
ENSMUSG00000024532	1700034E13Rik
ENSMUSG00000086496	Gm14204
ENSMUSG00000031841	Cdh13
ENSMUSG00000030232	Aebp2
ENSMUSG00000064666	Snora52
ENSMUSG00000027375	Mal
ENSMUSG00000042787	Exog
ENSMUSG00000070529	Wfdc10
ENSMUSG00000021392	Nol8
ENSMUSG00000095677	Dynlt1f
ENSMUSG00000057363	Uxs1
ENSMUSG00000049871	Nlrc3
ENSMUSG00000030281	Il17rc
ENSMUSG00000061171	Slc38a11
ENSMUSG00000078518	Gm13030
ENSMUSG00000005131	4930550C14Rik
ENSMUSG00000022123	Scel
ENSMUSG00000022905	Kpna1
ENSMUSG00000021966	Prss52
ENSMUSG00000023156	Rpp14
ENSMUSG00000044006	Cilp2
ENSMUSG00000018189	Uchl5
ENSMUSG00000020101	Vsir
ENSMUSG00000048200	Cracr2b
ENSMUSG00000055214	Pld5
ENSMUSG00000026723	Trdmt1
ENSMUSG00000020593	Lpin1
ENSMUSG00000027170	Eif3m
ENSMUSG00000075176	Olfr1085
ENSMUSG00000079388	2610042L04Rik
ENSMUSG00000021095	Gsc
ENSMUSG00000031991	Spata19
ENSMUSG00000050103	Agmo
ENSMUSG00000031144	Syp
ENSMUSG00000039476	Prrx2
ENSMUSG00000031633	Slc25a4
ENSMUSG00000009633	G0s2
ENSMUSG00000029373	Pf4
ENSMUSG00000020566	Atp6v1c2
ENSMUSG00000035575	Utp6
ENSMUSG00000047591	Mafa
ENSMUSG00000017765	Slc12a4
ENSMUSG00000056197	4931417E11Rik
ENSMUSG00000015023	Ddx19a
ENSMUSG00000029840	Mtpn
ENSMUSG00000046178	Nxph1
ENSMUSG00000039963	Ccdc40
ENSMUSG00000062551	Prl2c1
ENSMUSG00000024737	Slc15a3
ENSMUSG00000031772	Cntnap4
ENSMUSG00000047935	Sox1ot
ENSMUSG00000079466	Prdm12
ENSMUSG00000006281	Tep1
ENSMUSG00000037738	Nek5
ENSMUSG00000051180	Olfr522
ENSMUSG00000027620	Rbm39
ENSMUSG00000066513	Klk1b4
ENSMUSG00000028868	Wasf2
ENSMUSG00000056605	Krt72
ENSMUSG00000075576	Gm12359
ENSMUSG00000005370	Msh6
ENSMUSG00000029103	Lrpap1
ENSMUSG00000087362	Gm13710
ENSMUSG00000037174	Elf2
ENSMUSG00000057278	Snrpg
ENSMUSG00000021470	Ercc6l2
ENSMUSG00000025732	Mcrip2
ENSMUSG00000090160	4930480K15Rik
ENSMUSG00000024304	Cdh2
ENSMUSG00000019856	Fam184a
ENSMUSG00000037697	Ddhd1
ENSMUSG00000001632	Brpf1
ENSMUSG00000026018	Ica1l
ENSMUSG00000032306	Mpi
ENSMUSG00000019889	Ptprk
ENSMUSG00000020747	Tmem94
ENSMUSG00000093616	1700055C04Rik
ENSMUSG00000022723	Crybg3
ENSMUSG00000005474	Myl10
ENSMUSG00000042502	Cd2bp2
ENSMUSG00000024143	Rhoq
ENSMUSG00000050035	Fhl4
ENSMUSG00000054939	Zfp174
ENSMUSG00000034683	Ppp1r1c
ENSMUSG00000015733	Capza2
ENSMUSG00000026932	Nacc2
ENSMUSG00000068167	Csnka2ip
ENSMUSG00000053289	Ddx10
ENSMUSG00000040250	Ints13
ENSMUSG00000060636	Rpl35a
ENSMUSG00000097463	4930448E22Rik
ENSMUSG00000051236	Msrb3
ENSMUSG00000024228	Nudt12
ENSMUSG00000052253	Zfp622
ENSMUSG00000071573	Rnls
ENSMUSG00000037594	Clba1
ENSMUSG00000041453	Rpl21
ENSMUSG00000018042	Cyb5r3
ENSMUSG00000070077	Mir491
ENSMUSG00000113136	Gm19951
ENSMUSG00000017837	Nkiras2
ENSMUSG00000079471	Mymx
ENSMUSG00000019731	Slc35e1
ENSMUSG00000074625	Arhgap40
ENSMUSG00000028577	Plaa
ENSMUSG00000021670	Hmgcr
ENSMUSG00000074221	Zfp568
ENSMUSG00000007122	Casq1
ENSMUSG00000042426	Dhx29
ENSMUSG00000040536	Necab1
ENSMUSG00000093046	Mir3081
ENSMUSG00000018921	Pelp1
ENSMUSG00000000435	Myf5
ENSMUSG00000029708	Gcc1
ENSMUSG00000089874	9230117E06Rik
ENSMUSG00000086569	Rab11fip4os2
ENSMUSG00000097487	Ptges3l
ENSMUSG00000059920	4930453N24Rik
ENSMUSG00000041000	Trim62
ENSMUSG00000035944	Ttc38
ENSMUSG00000097180	2700038G22Rik
ENSMUSG00000045136	Tubb2b
ENSMUSG00000086712	AI427809
ENSMUSG00000063810	Alms1
ENSMUSG00000024878	Cbwd1
ENSMUSG00000038784	Cnot4
ENSMUSG00000033016	Nfatc1
ENSMUSG00000034472	Rasd2
ENSMUSG00000016756	Cmah
ENSMUSG00000052146	Rps10
ENSMUSG00000046272	Olfr1444
